"","Age_DPF","ShapiroWilk","ResidNorm","Levenes","HomogVar","model","DF.num","DF.denom","F_val","P_val","SigDif","About"
"1",233,0.0686994186035157,"YES",0.937632039291934,"YES","one-way AOV; x ~ treatment",1,6,3.61241519240876,0.106076323224073,"NO","Gonad: raw, NO BFACTOR + mean data"
"2",245,0.357394606863287,"YES",0.0588876839861837,"YES","one-way AOV; x ~ treatment",1,6,9.53986181370609,0.0214243163237356,"YES","Gonad: raw, NO BFACTOR + mean data"
"3",274,0.881264702909622,"YES",0.879793485661478,"YES","one-way AOV; x ~ treatment",1,6,0.434447594801649,0.534278398824107,"NO","Gonad: raw, NO BFACTOR + mean data"
"4",304,0.703562479461158,"YES",0.299167325781792,"YES","one-way AOV; x ~ treatment",1,6,0.521491356825379,0.497373438642416,"NO","Gonad: raw, NO BFACTOR + mean data"
"5",338,0.974232518361071,"YES",0.027870454517535,"NO","kruskal-wallis; x ~ treatment",1,NA,NA,1,"NO","Gonad: raw, NO BFACTOR + mean data"
"6",233,0.846419334771971,"YES",0.0782433520787988,"YES","one-way AOV; x ~ treatment",1,6,0.597823033587427,0.468766135315737,"NO","Gonad: one bfactor + mean data"
"7",245,0.212297720166165,"YES",0.813754284013317,"YES","one-way AOV; x ~ treatment",1,6,9.34091344584203,0.0223309614723328,"YES","Gonad: one bfactor + mean data"
"8",274,0.418920211081871,"YES",0.964864843617808,"YES","one-way AOV; x ~ treatment",1,6,0.587572561819848,0.472430828209643,"NO","Gonad: one bfactor + mean data"
"9",304,0.724970846130894,"YES",0.260454715977285,"YES","one-way AOV; x ~ treatment",1,6,0.926603910390355,0.37292065453004,"NO","Gonad: one bfactor + mean data"
"10",338,0.719604224013732,"YES",0.000115295707394661,"NO","kruskal-wallis; x ~ treatment",1,NA,NA,1,"NO","Gonad: one bfactor + mean data"
"11",233,0.991250575522672,"YES",0.19255728422993,"YES","one-way AOV; x ~ treatment",1,6,1.17564843249488,0.31987822242377,"NO","Gonad: two pCO2 bfactors + mean data"
"12",245,0.51239565018617,"YES",0.886238552165408,"YES","one-way AOV; x ~ treatment",1,6,1.98592285834574,0.208429920452188,"NO","Gonad: two pCO2 bfactors + mean data"
"13",274,0.443991597628085,"YES",0.799481815111378,"YES","one-way AOV; x ~ treatment",1,6,0.128143966371268,0.732620863829512,"NO","Gonad: two pCO2 bfactors + mean data"
"14",304,0.656230817244235,"YES",0.240551507835832,"YES","one-way AOV; x ~ treatment",1,6,0.685602965689692,0.439349817906602,"NO","Gonad: two pCO2 bfactors + mean data"
"15",338,0.622179496241425,"YES",0.000122902562333848,"NO","kruskal-wallis; x ~ treatment",1,NA,NA,1,"NO","Gonad: two pCO2 bfactors + mean data"
